"Claim number","Response Date","Response"
"LI-COPEG/37056/955",2002-06-27,"Approved"
"LI-COPEG/37645/939",2003-08-15,"app"
"LI-COPEG/38037/894",2004-12-20,"NO"
"LI-COPEG/38156/990",2005-02-16,"NO"
"LI-COPEG/39478/970",2008-11-10,"declined"
"LI-COPEG/39210/643",2008-11-10,"APPROVED"
"LI-GAZYV/41417/179",2014-10-17,"declined"
"LI-MABTH/39671/443",2008-12-16,"APPROVED"
"LI-MABTH/39891/871",2009-06-22,"declined"
"LI-MABTH/40287/253",2010-10-04,"Approved"
"LI-MABTH/40633/145",2012-03-29,"APPROVED"
"LI-MABTH/37085/857",2002-03-04,"Approved"
"LI-MABTH/38028/852",2004-08-23,"Approved"
"LI-MABTH/38615/585",2006-04-27,"N"
"LI-MABTH/38747/561",2006-06-01,"rejected"
"LI-MABTH/39671/702",2008-12-16,"yes"
"LI-MABTH/39891/570",2009-06-22,"declined"
"LI-MABTH/40287/394",2010-10-04,"NO"
"LI-MABTH/40633/227",2012-03-29,"YES"
"LI-NEORE/38964/617",2008-07-07,"Y"
"LI-NEORE/38964/384",2008-07-07,"N"
"LI-NEORE/38964/764",2008-07-07,"rejected"
"LI-NEORE/37811/482",2008-07-07,"N"
"LI-NEORE/38964/315",2008-07-07,"Y"
"LI-NEORE/38964/284",2008-07-07,"N"
"LI-NEORE/38964/854",2008-07-07,"Approved"
"LI-NEORE/38964/618",2008-07-07,"Y"
"LI-NEORE/38964/171",2008-07-07,"declined"
"LI-PEGAS/38037/903",2004-02-20,"yes"
"LI-PEGAS/38181/143",2004-12-20,"APPROVED"
"LI-PEGAS/38156/823",2005-02-16,"YES"
"LI-PEGAS/39478/182",2008-11-10,"N"
"LI-PEGAS/39210/392",2008-11-10,"NO"
"LI-PEGAS/38037/668",2004-02-20,"rejected"
"LI-PEGAS/38181/564",2004-12-20,"rejected"
"LI-PEGAS/38156/781",2005-02-16,"N"
"LI-PEGAS/39478/346",2008-11-10,"APPROVED"
"LI-PEGAS/39210/571",2008-11-10,"declined"
"LI-PEGAS/38037/629",2004-02-20,"YES"
"LI-PEGAS/38181/200",2004-12-20,"yes"
"LI-PEGAS/38156/263",2005-02-16,"rejected"
"LI-PEGAS/39478/813",2008-11-10,"Y"
"LI-PEGAS/39210/828",2008-11-10,"YES"
"LI-PEGAS/38037/594",2004-02-20,"NO"
"LI-PEGAS/38181/316",2004-12-20,"Y"
"LI-PEGAS/38156/215",2005-02-16,"Y"
"LI-PEGAS/39478/144",2008-11-10,"APPROVED"
"LI-PEGAS/39210/176",2008-11-10,"declined"
"LI-PERJE/41467/854",2013-07-12,"Approved"
"LI-ZELBO/40676/558",2011-10-18,"Approved"
"LT-ACTEM/41264/322",2014-04-23,"YES"
"LT-ACTEM/39415/433",2009-01-16,"app"
"LT-ACTEM/40465/976",2011-07-01,"declined"
"LT-ACTEM/39415/506",2009-01-16,"yes"
"LT-ACTEM/40465/947",2011-07-01,"APPROVED"
"LT-ACTEM/39415/902",2009-01-16,"yes"
"LT-ACTEM/40465/460",2011-07-01,"rejected"
"LT-AVAST/37960/511",2005-01-12,"Y"
"LT-AVAST/38903/966",2007-03-27,"rejected"
"LT-AVAST/38931/189",2007-08-21,"N"
"LT-AVAST/39175/190",2007-12-14,"NO"
"LT-AVAST/39170/421",2008-01-25,"YES"
"LT-AVAST/41520/787",2014-07-31,"N"
"LT-AVAST/41796/282",2015-02-26,"N"
"LT-AVAST/37960/986",2005-01-12,"N"
"LT-AVAST/38903/190",2007-03-27,"NO"
"LT-AVAST/38931/864",2007-08-21,"rejected"
"LT-AVAST/39175/669",2007-12-14,"rejected"
"LT-AVAST/39170/641",2008-01-25,"APPROVED"
"LT-AVAST/41520/317",2014-07-31,"Y"
"LT-AVAST/41796/995",2015-02-26,"NO"
"LT-BONVI/38246/361",2005-09-15,"rejected"
"LT-BONVI/38469/788",2006-03-29,"N"
"LT-BONVI/39034/742",2007-03-06,"APPROVED"
"LT-BONVI/39034/194",2007-03-06,"NO"
"LT-BONVI/38246/405",2005-09-15,"yes"
"LT-BONVI/38469/427",2006-03-29,"YES"
"LT-COPEG/37575/761",2003-01-29,"rejected"
"LT-COPEG/37575/332",2003-01-29,"app"
"LT-COPEG/38814/540",2006-01-26,"APPROVED"
"LT-COPEG/38814/659",2007-01-26,"Approved"
"LT-COPEG/38814/528",2007-01-26,"YES"
"LT-COPEG/38814/369",2007-01-26,"rejected"
"LT-COPEG/38814/734",2007-01-26,"app"
"LT-COPEG/38814/601",2007-01-26,"yes"
"LT-COTEL/41884/370",2015-11-20,"declined"
"LT-DORMI/34142/172",1994-06-22,"declined"
"LT-DORMI/34142/773",1994-06-22,"declined"
"LT-DORMI/34142/488",1994-06-22,"N"
"LT-DORMI/34142/393",1994-06-22,"NO"
"LT-DORMI/34142/695",1994-06-22,"NO"
"LT-DORMI/34142/307",1994-06-22,"yes"
"LT-ERIVE/40877/827",2013-07-12,"YES"
"LT-ESBRI/40240/923",2011-02-28,"YES"
"LT-GAZYV/41388/272",2014-07-23,"declined"
"LT-HERCE/41733/378",2014-07-24,"declined"
"LT-HERCE/41733/537",2014-07-24,"app"
"LT-HERCE/39422/398",2008-09-09,"NO"
"LT-HERCE/40060/875",2010-01-19,"declined"
"LT-HERCE/40344/837",2011-04-20,"app"
"LT-HERCE/40968/346",2013-08-26,"APPROVED"
"LT-HERCE/40968/177",2013-08-26,"declined"
"LT-HERCE/40968/236",2013-08-26,"app"
"LT-HERCE/40968/536",2013-08-26,"app"
"LT-HERCE/40968/102",2013-08-26,"yes"
"LT-HERCE/40968/606",2013-08-26,"yes"
"LT-HERCE/40968/728",2013-08-26,"YES"
"LT-INHIB/37477/582",2002-11-06,"N"
"LT-INVIR/34957/584",1996-10-04,"N"
"LT-KADCY/41150/729",2013-11-15,"YES"
"LT-KADCY/41150/567",2013-11-15,"rejected"
"LT-KYTRI/37019/728",2002-05-08,"YES"
"LT-KYTRI/37384/223",2002-05-08,"YES"
"LT-KYTRI/39707/699",2011-12-21,"NO"
"LT-LEXOT/34059/189",1994-03-31,"N"
"LT-MABTH/38708/798",2006-07-06,"NO"
"LT-MABTH/38601/580",2006-07-06,"N"
"LT-MABTH/39265/399",2008-01-18,"NO"
"LT-MABTH/39828/154",2009-08-21,"Approved"
"LT-MABTH/39973/112",2010-10-25,"Y"
"LT-MABTH/41024/581",2013-04-25,"N"
"LT-MABTH/41242/378",2014-03-21,"declined"
"LT-MABTH/38708/125",2006-07-06,"YES"
"LT-MABTH/38601/757",2006-07-06,"Approved"
"LT-MABTH/39265/957",2008-01-18,"Approved"
"LT-MABTH/39828/470",2009-08-21,"declined"
"LT-MABTH/39973/629",2010-10-25,"YES"
"LT-MABTH/41024/184",2013-04-25,"N"
"LT-MADOP/35222/692",1997-06-06,"NO"
"LT-MADOP/38952/834",2007-11-07,"app"
"LT-MADOP/34059/869",1994-03-31,"rejected"
"LT-MADOP/38952/205",2007-11-07,"yes"
"LT-MIRCE/38828/902",2007-07-20,"yes"
"LT-MIRCE/39387/780",2008-09-05,"N"
"LT-MIRCE/38828/600",2007-07-20,"yes"
"LT-MIRCE/38828/965",2007-07-20,"rejected"
"LT-MIRCE/38828/599",2007-07-20,"NO"
"LT-MIRCE/39387/408",2008-09-05,"yes"
"LT-MIRCE/39387/644",2008-09-05,"APPROVED"
"LT-MIRCE/38828/781",2007-07-20,"N"
"LT-MIRCE/39387/601",2008-09-05,"yes"
"LT-MIRCE/38828/702",2007-07-20,"yes"
"LT-MIRCE/38828/858",2007-07-20,"Approved"
"LT-MIRCE/39387/439",2008-09-05,"app"
"LT-MIRCE/38828/807",2007-07-20,"yes"
"LT-MIRCE/38828/485",2007-07-20,"N"
"LT-MIRCE/38828/740",2007-07-20,"APPROVED"
"LT-MIRCE/38828/682",2007-07-20,"N"
"LT-MIRCE/38828/422",2007-07-20,"YES"
"LT-MIRCE/38828/717",2007-07-20,"Y"
"LT-MIRCE/38828/450",2007-07-20,"Approved"
"LT-MIRCE/38828/433",2007-07-20,"app"
"LT-MIRCE/38828/235",2007-07-20,"app"
"LT-PEGAS/40485/841",2011-06-29,"APPROVED"
"LT-PEGAS/40485/127",2011-06-29,"YES"
"LT-PEGAS/40485/669",2011-06-29,"rejected"
"LT-PEGAS/40485/998",2011-06-29,"NO"
"LT-PEGAS/40877/290",2013-03-13,"NO"
"LT-PEGAS/40877/597",2013-03-13,"NO"
"LT-PEGAS/36903/896",2002-06-20,"NO"
"LT-PEGAS/36903/111",2002-06-20,"Y"
"LT-PEGAS/38007/670",2004-11-05,"declined"
"LT-PEGAS/38189/460",2005-02-23,"rejected"
"LT-PEGAS/39394/888",2008-06-20,"N"
"LT-PEGAS/39509/799",2008-11-28,"NO"
"LT-PEGAS/40877/273",2013-03-13,"declined"
"LT-PEGAS/36903/518",2002-06-20,"Y"
"LT-PEGAS/36903/494",2002-06-20,"NO"
"LT-PEGAS/38007/999",2004-11-05,"NO"
"LT-PEGAS/38189/291",2005-02-23,"NO"
"LT-PEGAS/39394/862",2008-06-20,"rejected"
"LT-PEGAS/39509/570",2008-11-28,"declined"
"LT-PEGAS/40877/124",2013-03-13,"YES"
"LT-PEGAS/40877/724",2013-03-13,"YES"
"LT-PEGAS/40877/882",2013-03-13,"N"
"LT-PEGAS/40877/285",2013-03-13,"N"
"LT-PEGAS/40705/632",2013-03-13,"app"
"LT-PEGAS/40877/103",2013-03-13,"yes"
"LT-PEGAS/36903/885",2002-06-20,"N"
"LT-PEGAS/36903/378",2002-06-20,"declined"
"LT-PEGAS/38007/552",2004-11-05,"Approved"
"LT-PEGAS/38189/727",2005-02-23,"YES"
"LT-PEGAS/39394/714",2008-06-20,"Y"
"LT-PEGAS/39509/148",2008-11-28,"APPROVED"
"LT-PEGAS/40877/827",2013-03-13,"YES"
"LT-PEGAS/36903/802",2002-06-20,"yes"
"LT-PEGAS/36903/988",2002-06-20,"N"
"LT-PEGAS/38007/637",2004-11-05,"app"
"LT-PEGAS/38189/483",2005-02-23,"N"
"LT-PEGAS/39394/793",2008-06-20,"NO"
"LT-PEGAS/39509/203",2008-11-28,"yes"
"LT-PERJE/41883/747",2015-07-28,"APPROVED"
"LT-PULMO/35066/257",1996-12-06,"Approved"
"LT-RIVOT/34059/838",1994-03-31,"app"
"LT-ROACC/34242/837",1994-03-31,"app"
"LT-ROFER/34953/759",1996-09-11,"Approved"
"LT-ROFER/34953/346",1996-09-11,"APPROVED"
"LT-ROFER/34953/770",1996-09-11,"declined"
"LT-ROFER/34953/134",1996-09-11,"app"
"LT-ROFER/34953/682",1996-09-11,"N"
"LT-ROFER/34953/807",1996-09-11,"yes"
"LT-ROFER/34953/672",1996-09-11,"declined"
"LT-ROFER/34953/823",1996-09-11,"YES"
"LT-ROFER/34953/596",1996-09-11,"NO"
"LT-ROFER/34953/105",1996-09-11,"yes"
"LT-ROFER/34953/926",1996-09-11,"YES"
"LT-ROFER/34953/996",1996-09-11,"NO"
"LT-ROFER/34953/404",1996-09-11,"yes"
"LT-ROFER/34953/770",1996-09-11,"declined"
"LT-ROFER/34953/930",1996-09-11,"app"
"LT-ROFER/34953/154",1996-09-11,"Approved"
"LT-ROFER/34953/483",1996-09-11,"N"
"LT-ROFER/34953/755",1996-09-11,"Approved"
"LT-ROFER/34953/128",1996-09-11,"YES"
"LT-ROFER/34953/116",1996-09-11,"Y"
"LT-ROFER/34953/734",1996-09-11,"app"
"LT-ROFER/34953/680",1996-09-11,"N"
"LT-ROFER/34953/538",1996-09-11,"app"
"LT-ROFER/34953/709",1996-09-11,"yes"
"LT-ROFER/34953/294",1996-09-11,"NO"
"LT-ROFER/34953/807",1996-09-11,"yes"
"LT-ROFER/34953/788",1996-09-11,"N"
"LT-ROFER/34953/513",1996-09-11,"Y"
"LT-ROFER/34953/312",1996-09-11,"Y"
"LT-ROFER/34953/514",1996-09-11,"Y"
"LT-ROFER/34953/237",1996-09-11,"app"
"LT-ROFER/34953/478",1996-09-11,"declined"
"LT-ROFER/34953/308",1996-09-11,"yes"
"LT-ROFER/34953/609",1996-09-11,"yes"
"LT-ROFER/34953/660",1996-09-11,"rejected"
"LT-ROFER/34953/485",1996-09-11,"N"
"LT-ROFER/34953/507",1996-09-11,"yes"
"LT-ROFER/34953/623",1996-09-11,"YES"
"LT-ROFER/34953/395",1996-09-11,"NO"
"LT-ROFER/34953/864",1996-09-11,"rejected"
"LT-TAMIF/39115/991",2007-09-19,"NO"
"LT-TAMIF/39115/591",2007-09-19,"NO"
"LT-TAMIF/41829/914",2015-05-05,"Y"
"LT-TAMIF/39115/291",2007-09-19,"NO"
"LT-TAMIF/39115/854",2007-09-19,"Approved"
"LT-TAMIF/41829/660",2015-05-05,"rejected"
"LT-TAMIF/38555/448",2006-01-25,"APPROVED"
"LT-TAMIF/41829/124",2015-05-05,"YES"
"LT-TAMIF/40522/103",2011-11-28,"yes"
"LT-TAMIF/40522/334",2011-11-28,"app"
"LT-TAMIF/41829/494",2015-05-05,"NO"
"LT-TAMIF/38555/235",2006-01-25,"app"
"LT-TAMIF/41829/598",2015-05-05,"NO"
"LT-TARCE/38225/868",2005-09-19,"rejected"
"LT-TARCE/38628/475",2007-01-24,"declined"
"LT-TARCE/42283/887",2016-01-25,"N"
"LT-TARCE/38225/196",2005-09-19,"NO"
"LT-TARCE/38628/667",2007-01-24,"rejected"
"LT-TARCE/42283/224",2016-01-25,"YES"
"LT-TARCE/38225/235",2005-09-19,"app"
"LT-TARCE/38628/476",2007-01-24,"declined"
"LT-TARCE/42283/384",2016-01-25,"N"
"LT-VALCY/39022/476",2008-05-12,"declined"
"LT-VALCY/39022/654",2008-05-12,"Approved"
"LT-VALCY/41620/578",2014-09-08,"declined"
"LT-VALCY/37724/974",2004-04-13,"declined"
"LT-VALCY/37724/734",2004-04-13,"app"
"LT-VALCY/41620/192",2014-09-08,"NO"
"LT-VALCY/41620/896",2014-09-08,"NO"
"LT-XELOD/38216/890",2005-03-31,"NO"
"LT-XELOD/38919/682",2007-03-28,"N"
"LT-XELOD/39171/416",2008-02-01,"Y"
"LT-XELOD/38216/414",2005-03-31,"Y"
"LT-XELOD/38919/526",2007-03-28,"YES"
"LT-XELOD/39171/716",2008-02-01,"Y"
"LT-XENIC/35408/157",1998-07-29,"Approved"
"LT-XENIC/35408/300",1998-07-29,"yes"
"LT-XENIC/37883/318",2004-03-02,"Y"
"LT-ZELBO/40666/393",2012-02-17,"NO"
"LU-ACTEM/41264/953",2014-04-23,"Approved"
"LU-ACTEM/39415/755",2009-01-16,"Approved"
"LU-ACTEM/40465/869",2011-07-01,"rejected"
"LU-ACTEM/39415/288",2009-01-16,"N"
"LU-ACTEM/40465/695",2011-07-01,"NO"
"LU-ACTEM/39415/764",2009-01-16,"rejected"
"LU-ACTEM/40465/356",2011-07-01,"Approved"
"LU-ANEXA/31859/340",1987-10-05,"APPROVED"
"LU-ANEXA/31859/875",1987-10-05,"declined"
"LU-ANEXA/31859/678",1987-10-05,"declined"
"LU-ANEXA/41327/290",2013-03-18,"NO"
"LU-ANEXA/41327/922",2013-03-18,"YES"
"LU-AVAST/37960/578",2005-01-12,"declined"
"LU-AVAST/38903/203",2007-03-27,"yes"
"LU-AVAST/38931/609",2007-08-21,"yes"
"LU-AVAST/39175/299",2007-12-14,"NO"
"LU-AVAST/39170/311",2008-01-25,"Y"
"LU-AVAST/41520/672",2014-07-31,"declined"
"LU-AVAST/41796/980",2015-02-26,"N"
"LU-AVAST/37960/716",2005-01-12,"Y"
"LU-AVAST/38903/853",2007-03-27,"Approved"
"LU-AVAST/38931/458",2007-08-21,"Approved"
"LU-AVAST/39175/237",2007-12-14,"app"
"LU-AVAST/39170/734",2008-01-25,"app"
"LU-AVAST/41520/354",2014-07-31,"Approved"
"LU-AVAST/41796/408",2015-02-26,"yes"
"LU-BACTR/28755/993",1978-10-24,"NO"
"LU-BACTR/28755/537",1978-10-24,"app"
"LU-BACTR/28755/209",1978-10-24,"yes"
"LU-BACTR/28755/706",1978-10-24,"yes"
"LU-BACTR/26198/692",1971-09-30,"NO"
"LU-BACTR/26198/531",1971-09-30,"app"
"LU-BACTR/26198/297",1971-09-30,"NO"
"LU-BACTR/26198/702",1971-09-30,"yes"
"LU-BONVI/38246/710",2005-09-15,"Y"
"LU-BONVI/38469/501",2006-03-29,"yes"
"LU-BONVI/39034/132",2007-03-06,"app"
"LU-BONVI/39034/809",2007-03-06,"yes"
"LU-BONVI/38246/494",2005-09-15,"NO"
"LU-BONVI/38469/370",2006-03-29,"declined"
"LU-COPEG/37407/562",2002-12-04,"rejected"
"LU-COPEG/38260/965",2005-11-11,"rejected"
"LU-COPEG/38393/379",2005-11-11,"declined"
"LU-COPEG/38393/696",2005-11-11,"NO"
"LU-COPEG/39639/725",2009-07-13,"YES"
"LU-COPEG/39856/426",2011-04-11,"YES"
"LU-COPEG/38814/304",2006-11-30,"yes"
"LU-COPEG/38814/466",2006-11-30,"rejected"
"LU-COPEG/38814/179",2006-11-30,"declined"
"LU-COPEG/39639/983",2009-07-13,"N"
"LU-COPEG/39856/736",2011-04-11,"app"
"LU-COTEL/41884/932",2015-11-20,"app"
"LU-DILAT/37418/671",2002-06-13,"declined"
"LU-DILAT/37418/202",2002-06-13,"yes"
"LU-DILAT/37418/720",2002-06-13,"YES"
"LU-DORMI/31100/877",1986-10-13,"declined"
"LU-DORMI/31100/599",1986-10-13,"NO"
"LU-DORMI/35130/174",1996-03-11,"declined"
"LU-DORMI/35604/446",1997-10-29,"APPROVED"
"LU-DORMI/35604/563",1997-10-29,"rejected"
"LU-DORMI/35604/757",1997-10-29,"Approved"
"LU-DORMI/33154/475",1991-01-14,"declined"
"LU-DORMI/33154/927",1991-01-14,"YES"
"LU-DORMI/35130/319",1996-03-11,"Y"
"LU-ERIVE/40877/550",2013-07-12,"Approved"
"LU-ESBRI/40240/798",2011-02-28,"NO"
"LU-GAZYV/41388/164",2014-07-23,"rejected"
"LU-HERCE/41733/678",2014-07-24,"declined"
"LU-HERCE/41733/471",2014-07-24,"declined"
"LU-HERCE/39422/558",2008-09-09,"Approved"
"LU-HERCE/40060/727",2010-01-19,"YES"
"LU-HERCE/40344/697",2011-04-20,"NO"
"LU-HERCE/40968/775",2013-08-26,"declined"
"LU-HERCE/40968/292",2013-08-26,"NO"
"LU-HERCE/40968/143",2013-08-26,"APPROVED"
"LU-HERCE/40968/463",2013-08-26,"rejected"
"LU-HERCE/40968/945",2013-08-26,"APPROVED"
"LU-HERCE/40968/988",2013-08-26,"N"
"LU-HERCE/40968/726",2013-08-26,"YES"
"LU-INHIB/35418/323",2000-04-13,"YES"
"LU-INHIB/34373/511",1995-01-25,"Y"
"LU-INVIR/34957/437",1996-10-04,"app"
"LU-KADCY/41150/273",2013-11-15,"declined"
"LU-KADCY/41150/302",2013-11-15,"yes"
"LU-KYTRI/36875/316",2001-01-05,"Y"
"LU-KYTRI/36875/716",2001-01-05,"Y"
"LU-KYTRI/36875/222",2001-01-05,"YES"
"LU-KYTRI/36875/813",2001-01-05,"Y"
"LU-KYTRI/36875/628",2001-01-05,"YES"
"LU-MABTH/38708/498",2006-07-06,"NO"
"LU-MABTH/38601/372",2006-07-06,"declined"
"LU-MABTH/39265/431",2008-01-18,"app"
"LU-MABTH/39828/185",2009-08-21,"N"
"LU-MABTH/39973/920",2010-10-25,"YES"
"LU-MABTH/41024/341",2013-04-25,"APPROVED"
"LU-MABTH/41242/746",2014-03-21,"APPROVED"
"LU-MABTH/38708/348",2006-07-06,"APPROVED"
"LU-MABTH/38601/985",2006-07-06,"N"
"LU-MABTH/39265/841",2008-01-18,"APPROVED"
"LU-MABTH/39828/124",2009-08-21,"YES"
"LU-MABTH/39973/185",2010-10-25,"N"
"LU-MABTH/41024/499",2013-04-25,"NO"
"LU-MIRCE/38828/459",2007-07-20,"Approved"
"LU-MIRCE/39387/566",2008-09-05,"rejected"
"LU-MIRCE/38828/746",2007-07-20,"APPROVED"
"LU-MIRCE/38828/211",2007-07-20,"Y"
"LU-MIRCE/38828/965",2007-07-20,"rejected"
"LU-MIRCE/39387/688",2008-09-05,"N"
"LU-MIRCE/39387/721",2008-09-05,"YES"
"LU-MIRCE/38828/185",2007-07-20,"N"
"LU-MIRCE/39387/943",2008-09-05,"APPROVED"
"LU-MIRCE/38828/117",2007-07-20,"Y"
"LU-MIRCE/38828/975",2007-07-20,"declined"
"LU-MIRCE/39387/655",2008-09-05,"Approved"
"LU-MIRCE/38828/370",2007-07-20,"declined"
"LU-MIRCE/38828/728",2007-07-20,"YES"
"LU-MIRCE/38828/606",2007-07-20,"yes"
"LU-MIRCE/38828/406",2007-07-20,"yes"
"LU-MIRCE/38828/623",2007-07-20,"YES"
"LU-MIRCE/38828/571",2007-07-20,"declined"
"LU-MIRCE/38828/314",2007-07-20,"Y"
"LU-MIRCE/38828/404",2007-07-20,"yes"
"LU-MIRCE/38828/565",2007-07-20,"rejected"
"LU-PEGAS/40485/975",2011-06-29,"declined"
"LU-PEGAS/40485/525",2011-06-29,"YES"
"LU-PEGAS/40485/983",2011-06-29,"N"
"LU-PEGAS/40485/887",2011-06-29,"N"
"LU-PEGAS/40877/646",2013-03-13,"APPROVED"
"LU-PEGAS/40877/104",2013-03-13,"yes"
"LU-PEGAS/36903/446",2002-06-20,"APPROVED"
"LU-PEGAS/36903/922",2002-06-20,"YES"
"LU-PEGAS/38007/478",2004-11-05,"declined"
"LU-PEGAS/38189/383",2005-02-23,"N"
"LU-PEGAS/39394/374",2008-06-20,"declined"
"LU-PEGAS/39509/415",2008-11-28,"Y"
"LU-PEGAS/40877/556",2013-03-13,"Approved"
"LU-PEGAS/36903/228",2002-06-20,"YES"
"LU-PEGAS/36903/318",2002-06-20,"Y"
"LU-PEGAS/38007/513",2004-11-05,"Y"
"LU-PEGAS/38189/311",2005-02-23,"Y"
"LU-PEGAS/39394/978",2008-06-20,"declined"
"LU-PEGAS/39509/585",2008-11-28,"N"
"LU-PEGAS/40877/604",2013-03-13,"yes"
"LU-PEGAS/40877/747",2013-03-13,"APPROVED"
"LU-PEGAS/40877/450",2013-03-13,"Approved"
"LU-PEGAS/40877/866",2013-03-13,"rejected"
"LU-PEGAS/40705/870",2013-03-13,"declined"
"LU-PEGAS/40877/315",2013-03-13,"Y"
"LU-PEGAS/36903/720",2002-06-20,"YES"
"LU-PEGAS/36903/178",2002-06-20,"declined"
"LU-PEGAS/38007/511",2004-11-05,"Y"
"LU-PEGAS/38189/424",2005-02-23,"YES"
"LU-PEGAS/39394/408",2008-06-20,"yes"
"LU-PEGAS/39509/499",2008-11-28,"NO"
"LU-PEGAS/40877/408",2013-03-13,"yes"
"LU-PEGAS/36903/370",2002-06-20,"declined"
"LU-PEGAS/36903/127",2002-06-20,"YES"
"LU-PEGAS/38007/504",2004-11-05,"yes"
"LU-PEGAS/38189/155",2005-02-23,"Approved"
"LU-PEGAS/39394/788",2008-06-20,"N"
"LU-PEGAS/39509/892",2008-11-28,"NO"
"LU-PERJE/41883/200",2015-07-28,"yes"
"LU-PULMO/34050/203",1994-09-21,"yes"
"LU-ROACC/30629/161",1984-09-28,"rejected"
"LU-ROACC/30629/955",1984-09-28,"Approved"
"LU-ROCAL/29014/619",1980-11-10,"Y"
"LU-ROCAL/30074/205",1982-10-29,"yes"
"LU-ROCAL/30074/129",1982-10-29,"YES"
"LU-ROCAL/30074/639",1982-10-29,"app"
"LU-ROCAL/29014/320",1980-11-10,"YES"
"LU-ROCAL/30074/670",1982-10-29,"declined"
"LU-ROCAL/30074/902",1982-10-29,"yes"
"LU-ROCAL/30074/611",1982-10-29,"Y"
"LU-ROCAL/30074/637",1982-10-29,"app"
"LU-ROCEP/30250/634",1983-02-21,"app"
"LU-ROCEP/35164/139",1996-04-22,"app"
"LU-ROCEP/39350/947",2007-10-10,"APPROVED"
"LU-ROCEP/30250/627",1983-02-21,"YES"
"LU-ROCEP/35164/772",1996-04-22,"declined"
"LU-ROCEP/39350/391",2007-10-10,"NO"
"LU-ROFER/31434/192",1987-04-09,"NO"
"LU-ROFER/31434/418",1987-04-09,"Y"
"LU-ROFER/33073/594",1991-05-02,"NO"
"LU-ROFER/33380/497",1992-11-19,"NO"
"LU-ROFER/33246/179",1992-11-19,"declined"
"LU-ROFER/34687/720",1995-09-23,"YES"
"LU-ROFER/34150/267",1996-01-15,"rejected"
"LU-ROFER/35383/110",1997-09-02,"Y"
"LU-ROFER/35684/746",1999-06-16,"APPROVED"
"LU-ROFER/36500/330",2000-06-16,"app"
"LU-ROFER/34687/562",1995-09-23,"rejected"
"LU-ROFER/34487/613",1996-07-24,"Y"
"LU-ROFER/34487/675",1996-07-24,"declined"
"LU-ROFER/34487/161",1996-07-24,"rejected"
"LU-ROFER/34487/666",1996-07-24,"rejected"
"LU-ROFER/34487/870",1996-07-24,"declined"
"LU-ROFER/34487/218",1996-07-24,"Y"
"LU-ROFER/35383/462",1997-09-02,"rejected"
"LU-ROFER/35684/968",1999-06-16,"rejected"
"LU-ROFER/36500/798",2000-06-16,"NO"
"LU-ROFER/33303/651",1993-01-07,"Approved"
"LU-ROFER/33303/734",1993-01-07,"app"
"LU-ROFER/33303/786",1993-01-07,"N"
"LU-ROFER/33303/816",1993-01-07,"Y"
"LU-ROFER/33303/881",1993-01-07,"N"
"LU-ROFER/34687/805",1995-09-23,"yes"
"LU-ROFER/34150/520",1996-01-15,"YES"
"LU-ROFER/35383/516",1997-09-02,"Y"
"LU-ROFER/35684/534",1999-06-16,"app"
"LU-ROFER/36500/709",2000-06-16,"yes"
"LU-TAMIF/39115/493",2007-09-19,"NO"
"LU-TAMIF/39115/158",2007-09-19,"Approved"
"LU-TAMIF/41829/786",2015-05-05,"N"
"LU-TAMIF/39115/800",2007-09-19,"yes"
"LU-TAMIF/39115/757",2007-09-19,"Approved"
"LU-TAMIF/41829/711",2015-05-05,"Y"
"LU-TAMIF/38555/473",2006-01-25,"declined"
"LU-TAMIF/41829/174",2015-05-05,"declined"
"LU-TAMIF/40522/874",2011-11-28,"declined"
"LU-TAMIF/40522/901",2011-11-28,"yes"
"LU-TAMIF/41829/633",2015-05-05,"app"
"LU-TAMIF/38555/610",2006-01-25,"Y"
"LU-TAMIF/41829/445",2015-05-05,"APPROVED"
"LU-TARCE/38225/509",2005-09-19,"yes"
"LU-TARCE/38628/150",2007-01-24,"Approved"
"LU-TARCE/42283/513",2016-01-25,"Y"
"LU-TARCE/38225/228",2005-09-19,"YES"
"LU-TARCE/38628/531",2007-01-24,"app"
"LU-TARCE/42283/899",2016-01-25,"NO"
"LU-TARCE/38225/369",2005-09-19,"rejected"
"LU-TARCE/38628/443",2007-01-24,"APPROVED"
"LU-TARCE/42283/124",2016-01-25,"YES"
"LU-VALCY/39022/772",2008-06-26,"declined"
"LU-VALCY/39022/563",2008-06-26,"rejected"
"LU-VALCY/39920/615",2010-08-23,"Y"
"LU-VALCY/41620/766",2014-06-20,"rejected"
"LU-VALCY/41620/163",2014-06-20,"rejected"
"LU-VALCY/37214/937",2002-07-10,"app"
"LU-VALCY/41620/448",2014-06-20,"APPROVED"
"LU-VALCY/41620/518",2014-06-20,"Y"
"LU-XELOD/38216/143",2005-03-31,"APPROVED"
"LU-XELOD/38919/103",2007-03-28,"yes"
"LU-XELOD/39171/648",2008-02-01,"APPROVED"
"LU-XELOD/38216/999",2005-03-31,"NO"
"LU-XELOD/38919/871",2007-03-28,"declined"
"LU-XELOD/39171/816",2008-02-01,"Y"
"LU-XENIC/35408/717",1998-07-29,"Y"
"LU-XENIC/35408/307",1998-07-29,"yes"
"LU-XENIC/37883/478",2004-03-02,"declined"
"LU-ZELBO/40666/506",2012-02-17,"yes"
"MO-ACTEM/40794/847",2011-11-29,"APPROVED"
